op_name,op_time,op_proportion
split,185963.26506613713,14.823152%
strided_slice,26031.792338450534,2.074997%
squeeze,152.83063339482945,0.012182%
tuple,221.16292146436368,0.017629%
concatenate,199656.31340703458,15.914626%
nn.dense,107791.0099850335,8.592033%
add,196756.8510363494,15.683510%
sigmoid,196098.66347323795,15.631046%
tanh,131629.22504441987,10.492180%
multiply,196180.49980015677,15.637569%
expand_dims,38.28159043897552,0.003051%
stack,14026.143502460593,1.118025%
