op_name,op_time,op_proportion
split,1299262.407386552,30.506647%
strided_slice,39693.881743470345,0.932011%
squeeze,714.9839306475886,0.016788%
tuple,913.7520865076871,0.021455%
concatenate,490377.9029592462,11.514060%
nn.dense,202765.50866467418,4.760929%
add,605719.4431835153,14.222277%
sigmoid,598879.6484702406,14.061678%
tanh,397675.21878230025,9.337404%
multiply,602055.8697740131,14.136256%
expand_dims,125.8301211251166,0.002954%
stack,20764.089744159326,0.487540%
