op_name,op_time,op_proportion
split,222611.2615387731,15.305958%
strided_slice,27683.912969633366,1.903447%
squeeze,153.32254525621977,0.010542%
tuple,221.1084873362984,0.015203%
concatenate,208714.80203640444,14.350487%
nn.dense,161370.2839416912,11.095247%
add,211119.4424686595,14.515822%
sigmoid,228297.87726803668,15.696950%
tanh,170134.48620626456,11.697842%
multiply,208630.21185171892,14.344671%
expand_dims,38.25750074716517,0.002630%
stack,15434.210461763269,1.061201%
