op_name,op_time,op_proportion
split,230650.35787422187,15.057216%
strided_slice,31401.92498760281,2.049967%
squeeze,154.0789648435201,0.010059%
tuple,222.13333610853206,0.014501%
concatenate,251263.1922252469,16.402854%
nn.dense,131501.448789357,8.584620%
add,235738.6448698555,15.389387%
sigmoid,238892.76902955666,15.595293%
tanh,158809.12870205857,10.367308%
multiply,235617.5258165849,15.381480%
expand_dims,38.15975430898459,0.002491%
stack,17536.72924518845,1.144825%
