op_name,op_time,op_proportion
split,643234.0347454444,7.814609%
strided_slice,27106.295279036964,0.329313%
squeeze,601.5271390343662,0.007308%
tuple,1169.1439608450032,0.014204%
concatenate,1110165.794505888,13.487333%
nn.dense,706192.7725653214,8.579491%
add,1569200.657618794,19.064119%
sigmoid,1562961.4276018278,18.988319%
tanh,1037313.1736315258,12.602252%
multiply,1559042.2877864463,18.940705%
expand_dims,38.30607114509998,0.000465%
stack,14147.915743527594,0.171882%
