op_name,op_time,op_proportion
split,229136.71794138098,15.077704%
strided_slice,31873.414375738183,2.097341%
squeeze,154.13387150008953,0.010142%
tuple,221.2056407688984,0.014556%
concatenate,253448.0937322414,16.677446%
nn.dense,103604.33391389088,6.817395%
add,240763.73087939908,15.842787%
sigmoid,242080.9791573959,15.929465%
tanh,159440.98938845642,10.491570%
multiply,240961.03839992068,15.855770%
expand_dims,38.35231573864254,0.002524%
stack,17982.665256172193,1.183299%
