op_name,op_time,op_proportion
split,2799822.0198775483,6.024324%
strided_slice,19294.600148373956,0.041516%
squeeze,732.1344213088748,0.001575%
tuple,1427.4370187114628,0.003071%
concatenate,3312200.9401350697,7.126800%
nn.dense,34827187.52687257,74.936996%
add,1577999.7003928327,3.395352%
sigmoid,1396852.000075401,3.005580%
tanh,904622.7848624646,1.946460%
multiply,1533127.1666959964,3.298801%
expand_dims,38.41957107806339,0.000083%
stack,101986.90987590293,0.219443%
