op_name,op_time,op_proportion
split,427263.5811181827,9.257198%
strided_slice,19614.644756291207,0.424976%
squeeze,153.85740713188434,0.003334%
tuple,221.78398498068995,0.004805%
concatenate,139237.39826436725,3.016752%
nn.dense,3491658.2874529148,75.651125%
add,165828.17604920195,3.592874%
sigmoid,134442.80192661294,2.912871%
tanh,88029.7575107524,1.907274%
multiply,137165.14362783186,2.971854%
expand_dims,38.56256966149611,0.000836%
stack,11820.391744847471,0.256104%
