op_name,op_time,op_proportion
split,216915.95645848138,15.313104%
strided_slice,29734.080760653018,2.099067%
squeeze,153.31149063280895,0.010823%
tuple,224.12195603970318,0.015822%
concatenate,232864.7726223648,16.439005%
nn.dense,110652.95133864712,7.811506%
add,221354.69024152757,15.626455%
sigmoid,219432.9036972717,15.490787%
tanh,147004.6233835814,10.377739%
multiply,221626.8457166083,15.645668%
expand_dims,38.30611892883445,0.002704%
stack,16535.52945151452,1.167320%
