op_name,op_time,op_proportion
split,419763.42661520466,35.410146%
strided_slice,16259.77641072834,1.371632%
squeeze,153.45362108560084,0.012945%
tuple,221.91578603477305,0.018720%
concatenate,145543.03116397807,12.277630%
nn.dense,83454.61333690767,7.040013%
add,134231.35205818186,11.323406%
sigmoid,150540.9258033289,12.699239%
tanh,102510.57526934572,8.647524%
multiply,123098.02455443575,10.384228%
expand_dims,38.28376811394884,0.003230%
stack,9617.26701560119,0.811288%
