op_name,op_time,op_proportion
nn.conv2d,16702081.840157527,94.580504%
multiply,8343.805755511798,0.047249%
nn.bias_add,222772.18974516596,1.261514%
nn.relu,184045.98549033652,1.042215%
nn.max_pool2d,57684.16538385632,0.326654%
add,83544.03413321057,0.473093%
nn.global_avg_pool2d,34633.932395177544,0.196125%
nn.batch_flatten,92.85207345576464,0.000526%
nn.dense,365918.24165421026,2.072121%
