op_name,op_time,op_proportion
split,280702.099338458,35.588076%
strided_slice,12693.56532266494,1.609320%
squeeze,168.07954261602683,0.021310%
tuple,196.79239593936097,0.024950%
concatenate,97824.46948306791,12.402418%
nn.dense,32564.363085252,4.128587%
add,98505.6910514208,12.488784%
sigmoid,96744.8355234341,12.265539%
tanh,64884.12578523068,8.226163%
multiply,97755.14114072811,12.393628%
expand_dims,42.09123473980473,0.005336%
stack,6671.980797868819,0.845890%
