op_name,op_time,op_proportion
nn.conv2d,4235549.380767943,89.278538%
multiply,4697.381444973689,0.099013%
nn.bias_add,193525.27066433447,4.079200%
nn.relu,159790.98303084352,3.368136%
nn.max_pool2d,30460.606963584916,0.642060%
add,82957.52581091187,1.748611%
nn.global_avg_pool2d,10248.594096431285,0.216024%
nn.batch_flatten,7878.704377043946,0.166070%
nn.dense,19088.19072718399,0.402348%
