op_name,op_time,op_proportion
split,204795.5204014096,15.133226%
strided_slice,26529.96717904209,1.960414%
squeeze,153.3549941345206,0.011332%
tuple,221.85223149047334,0.016394%
concatenate,203283.6836262242,15.021509%
nn.dense,123958.29236510018,9.159814%
add,205552.2005320116,15.189140%
sigmoid,215207.0985960889,15.902582%
tanh,156057.97757040287,11.531798%
multiply,203332.52462562447,15.025118%
expand_dims,38.20881487365065,0.002823%
stack,14153.324348222903,1.045850%
