op_name,op_time,op_proportion
split,1708413.2877857639,30.675306%
strided_slice,53385.78206268082,0.958565%
squeeze,956.9850628682218,0.017183%
tuple,1213.4804738904263,0.021789%
concatenate,646477.3561351912,11.607783%
nn.dense,263448.4834741054,4.730333%
add,787581.7406423945,14.141374%
sigmoid,777255.3843129462,13.955960%
tanh,516349.28960443067,9.271277%
multiply,785474.9971132599,14.103546%
expand_dims,167.75907978645006,0.003012%
stack,28619.30742093169,0.513872%
