Evaluate inference time cost...
get Get outputs
start to dump
start to json
Node Name                                  Ops                                        Time(us)  Time(%)  Shape              Inputs  Outputs  
tvmgen_default_fused_add_292           tvmgen_default_fused_add_29            8.925      0.027    (160,)             2       1        
tvmgen_default_fused_add_151           tvmgen_default_fused_add_15            8.924      0.027    (48,)              2       1        
tvmgen_default_fused_sqrt_57           tvmgen_default_fused_sqrt_5            8.923      0.027    (96,)              1       1        
tvmgen_default_fused_sqrt_318          tvmgen_default_fused_sqrt_3            8.923      0.027    (192,)             1       1        
tvmgen_default_fused_add_3011          tvmgen_default_fused_add_30            8.922      0.027    (160,)             2       1        
tvmgen_default_fused_negative_39       tvmgen_default_fused_negative_3        8.921      0.027    (192,)             1       1        
tvmgen_default_fused_sqrt_328          tvmgen_default_fused_sqrt_3            8.921      0.027    (192,)             1       1        
tvmgen_default_fused_add_2110          tvmgen_default_fused_add_21            8.92       0.027    (384,)             2       1        
tvmgen_default_fused_add_11            tvmgen_default_fused_add_1             8.918      0.027    (32,)              2       1        
tvmgen_default_fused_add_412           tvmgen_default_fused_add_4             8.918      0.027    (64,)              2       1        
tvmgen_default_fused_sqrt_88           tvmgen_default_fused_sqrt_8            8.917      0.027    (160,)             1       1        
tvmgen_default_fused_add_342           tvmgen_default_fused_add_34            8.917      0.027    (1, 320, 8, 8)     2       1        
tvmgen_default_fused_negative_13       tvmgen_default_fused_negative_1        8.915      0.027    (64,)              1       1        
tvmgen_default_fused_negative_19       tvmgen_default_fused_negative_1        8.915      0.027    (64,)              1       1        
tvmgen_default_fused_add_302           tvmgen_default_fused_add_30            8.915      0.027    (160,)             2       1        
tvmgen_default_fused_add_363           tvmgen_default_fused_add_36            8.915      0.027    (1, 384, 8, 8)     2       1        
tvmgen_default_fused_multiply_122      tvmgen_default_fused_multiply_1        8.913      0.027    (32,)              2       1        
tvmgen_default_fused_sqrt_310          tvmgen_default_fused_sqrt_3            8.913      0.027    (192,)             1       1        
tvmgen_default_fused_negative_328      tvmgen_default_fused_negative_3        8.912      0.027    (192,)             1       1        
tvmgen_default_fused_multiply_41       tvmgen_default_fused_multiply_4        8.911      0.027    (64,)              2       1        
tvmgen_default_fused_add_271           tvmgen_default_fused_add_27            8.911      0.027    (128,)             2       1        
tvmgen_default_fused_add_119           tvmgen_default_fused_add_11            8.911      0.027    (192,)             2       1        
tvmgen_default_fused_add_306           tvmgen_default_fused_add_30            8.911      0.027    (160,)             2       1        
tvmgen_default_fused_add_107           tvmgen_default_fused_add_10            8.91       0.027    (192,)             2       1        
tvmgen_default_fused_negative_315      tvmgen_default_fused_negative_3        8.91       0.027    (192,)             1       1        
tvmgen_default_fused_negative_110      tvmgen_default_fused_negative_1        8.908      0.027    (64,)              1       1        
tvmgen_default_fused_negative_57       tvmgen_default_fused_negative_5        8.908      0.027    (96,)              1       1        
tvmgen_default_fused_add_104           tvmgen_default_fused_add_10            8.908      0.027    (192,)             2       1        
tvmgen_default_fused_add_297           tvmgen_default_fused_add_29            8.908      0.027    (160,)             2       1        
tvmgen_default_fused_negative_314      tvmgen_default_fused_negative_3        8.908      0.027    (192,)             1       1        
tvmgen_default_fused_add_364           tvmgen_default_fused_add_36            8.908      0.027    (1, 384, 8, 8)     2       1        
tvmgen_default_fused_nn_relu_171       tvmgen_default_fused_nn_relu_17        8.908      0.027    (1, 448, 8, 8)     1       1        
tvmgen_default_fused_add_304           tvmgen_default_fused_add_30            8.907      0.027    (160,)             2       1        
tvmgen_default_fused_multiply_45       tvmgen_default_fused_multiply_4        8.906      0.027    (64,)              2       1        
tvmgen_default_fused_add_510           tvmgen_default_fused_add_5             8.906      0.027    (64,)              2       1        
tvmgen_default_fused_negative_32       tvmgen_default_fused_negative_3        8.905      0.027    (192,)             1       1        
tvmgen_default_fused_add_103           tvmgen_default_fused_add_10            8.904      0.027    (192,)             2       1        
tvmgen_default_fused_add_293           tvmgen_default_fused_add_29            8.904      0.027    (160,)             2       1        
tvmgen_default_fused_add_2210          tvmgen_default_fused_add_22            8.904      0.027    (384,)             2       1        
tvmgen_default_fused_add_102           tvmgen_default_fused_add_10            8.902      0.027    (192,)             2       1        
tvmgen_default_fused_add_512           tvmgen_default_fused_add_5             8.901      0.027    (64,)              2       1        
tvmgen_default_fused_add_321           tvmgen_default_fused_add_32            8.9        0.027    (320,)             2       1        
tvmgen_default_fused_add_1111          tvmgen_default_fused_add_11            8.897      0.027    (192,)             2       1        
tvmgen_default_fused_add_116           tvmgen_default_fused_add_11            8.896      0.027    (192,)             2       1        
tvmgen_default_fused_multiply_134      tvmgen_default_fused_multiply_13       8.895      0.027    (96,)              2       1        
tvmgen_default_fused_sqrt_91           tvmgen_default_fused_sqrt_9            8.895      0.027    (320,)             1       1        
tvmgen_default_fused_add_274           tvmgen_default_fused_add_27            8.894      0.027    (128,)             2       1        
tvmgen_default_fused_multiply_47       tvmgen_default_fused_multiply_4        8.893      0.027    (64,)              2       1        
tvmgen_default_fused_add_1116          tvmgen_default_fused_add_11            8.893      0.027    (192,)             2       1        
tvmgen_default_fused_sqrt_34           tvmgen_default_fused_sqrt_3            8.891      0.027    (192,)             1       1        
tvmgen_default_fused_nn_relu_163       tvmgen_default_fused_nn_relu_16        8.891      0.027    (1, 384, 8, 8)     1       1        
tvmgen_default_fused_add_1010          tvmgen_default_fused_add_10            8.89       0.027    (192,)             2       1        
tvmgen_default_fused_add_309           tvmgen_default_fused_add_30            8.889      0.027    (160,)             2       1        
tvmgen_default_fused_sqrt_810          tvmgen_default_fused_sqrt_8            8.889      0.027    (160,)             1       1        
tvmgen_default_fused_add_109           tvmgen_default_fused_add_10            8.887      0.027    (192,)             2       1        
tvmgen_default_fused_multiply_263      tvmgen_default_fused_multiply_26       8.887      0.027    (1, 384, 8, 8)     2       1        
tvmgen_default_fused_add_352           tvmgen_default_fused_add_35            8.887      0.027    (1, 192, 8, 8)     2       1        
tvmgen_default_fused_sqrt_74           tvmgen_default_fused_sqrt_7            8.885      0.027    (128,)             1       1        
tvmgen_default_fused_sqrt_313          tvmgen_default_fused_sqrt_3            8.884      0.027    (192,)             1       1        
tvmgen_default_fused_negative_111      tvmgen_default_fused_negative_1        8.883      0.027    (64,)              1       1        
tvmgen_default_fused_add_114           tvmgen_default_fused_add_11            8.883      0.027    (192,)             2       1        
tvmgen_default_fused_negative_322      tvmgen_default_fused_negative_3        8.883      0.027    (192,)             1       1        
tvmgen_default_fused_nn_relu_141       tvmgen_default_fused_nn_relu_14        8.883      0.027    (1, 320, 8, 8)     1       1        
tvmgen_default_fused_negative_38       tvmgen_default_fused_negative_3        8.88       0.027    (192,)             1       1        
