a_name,forward_fw_inputsize,forward_fw_mean_time,forward_fw_stdvar_time,forward_op_after_cuda_byte_memory,forward_op_before_cuda_byte_memory,forward_op_used_cuda_byte_memory
split-41,4928,29217.12794477666,0.0,1094713344,1094713344,0
strided_slice-45,768,3358.532699016385,0.0,1094713344,1094713344,0
split-54,0,3432.6966825889554,0.0,1094713344,1094713344,0
split-64,0,3399.3805448997387,0.0,1094713344,1094713344,0
split-76,0,3385.3482873227385,0.0,1094713344,1094713344,0
strided_slice-97,768,3433.077686579793,0.0,1094713344,1094713344,0
strided_slice-313,768,3109.894773178018,0.0,1094713344,1094713344,0
split-322,0,3004.3692304325946,0.0,1094713344,1094713344,0
split-332,0,2994.7724437283464,0.0,1094713344,1094713344,0
split-344,0,2966.590387795381,0.0,1094713344,1094713344,0
strided_slice-365,768,2976.2974153681917,0.0,1094713344,1094713344,0
squeeze-39,64,7.17178894679081,0.0,1094713344,1094713344,0
squeeze-112,64,7.133267832524367,0.0,1094713344,1094713344,0
squeeze-135,64,7.282954336363857,0.0,1094713344,1094713344,0
squeeze-158,64,7.265774392842826,0.0,1094713344,1094713344,0
squeeze-181,64,6.972573680216745,0.0,1094713344,1094713344,0
squeeze-204,64,7.400757477822095,0.0,1094713344,1094713344,0
squeeze-227,64,7.194735586585488,0.0,1094713344,1094713344,0
squeeze-250,64,7.090833399946715,0.0,1094713344,1094713344,0
squeeze-273,64,7.244025020493899,0.0,1094713344,1094713344,0
squeeze-296,64,7.204697701910954,0.0,1094713344,1094713344,0
split-44,64,3432.200267903555,0.0,1094713344,1094713344,0
squeeze-52,64,7.159284960562527,0.0,1094713344,1094713344,0
squeeze-62,64,6.899327993068824,0.0,1094713344,1094713344,0
split-74,64,5824.154834896949,0.0,1094713344,1094713344,0
split-96,64,3458.6603878230144,0.0,1094713344,1094713344,0
split-312,64,3448.4865823717964,0.0,1094713344,1094713344,0
squeeze-320,64,7.073274256327111,0.0,1094713344,1094713344,0
squeeze-330,64,7.039503056954364,0.0,1094713344,1094713344,0
split-342,64,5714.3701422772565,0.0,1094713344,1094713344,0
split-364,64,3395.593815407169,0.0,1094713344,1094713344,0
squeeze-42,64,7.381145875860792,0.0,1094713344,1094713344,0
split-51,64,11747.122000732139,0.0,1094713344,1094713344,0
split-61,64,11410.050236888039,0.0,1094713344,1094713344,0
squeeze-72,64,7.2017364076959165,0.0,1094713344,1094713344,0
squeeze-84,64,7.017762675872656,0.0,1094713344,1094713344,0
squeeze-94,64,7.0012785086118745,0.0,1094713344,1094713344,0
squeeze-310,64,6.945751907816311,0.0,1094713344,1094713344,0
split-319,64,11659.393979229657,0.0,1094713344,1094713344,0
split-329,64,11820.000854883525,0.0,1094713344,1094713344,0
squeeze-340,64,6.848224121306296,0.0,1094713344,1094713344,0
squeeze-352,64,6.755774020725392,0.0,1094713344,1094713344,0
squeeze-362,64,6.940782731405154,0.0,1094713344,1094713344,0
tuple-38,128,5.205504617831843,0.0,1094713344,1094713344,0
tuple-49,256,7.01517753219041,0.0,1094713344,1094713344,0
tuple-59,256,7.032424966089712,0.0,1094713344,1094713344,0
split-71,64,11824.348989898988,0.0,1094713344,1094713344,0
split-83,64,11843.245728980688,0.0,1094713344,1094713344,0
tuple-317,256,7.2589732935028985,0.0,1094713344,1094713344,0
tuple-327,256,7.33215869996871,0.0,1094713344,1094713344,0
split-339,64,11833.939013050842,0.0,1094713344,1094713344,0
split-351,64,11293.383387680862,0.0,1094713344,1094713344,0
concatenate-37,128,3414.4179888828303,0.0,1094713344,1094713344,0
concatenate-48,256,3117.030593006133,0.0,1094713344,1094713344,0
concatenate-58,256,3437.2294575198566,0.0,1094713344,1094713344,0
tuple-69,256,7.194675583092315,0.0,1094713344,1094713344,0
tuple-81,256,7.1463856553732334,0.0,1094713344,1094713344,0
concatenate-316,256,3462.2436844521826,0.0,1094713344,1094713344,0
concatenate-326,256,3436.740276425218,0.0,1094713344,1094713344,0
tuple-337,256,7.25919499604439,0.0,1094713344,1094713344,0
tuple-349,256,6.968320645048019,0.0,1094713344,1094713344,0
tuple-47,128,5.277298041708906,0.0,1094713344,1094713344,0
tuple-115,128,5.316529007885978,0.0,1094713344,1094713344,0
tuple-138,128,5.318067948410232,0.0,1094713344,1094713344,0
tuple-161,128,5.2946422324136,0.0,1094713344,1094713344,0
tuple-184,128,5.434399371752943,0.0,1094713344,1094713344,0
tuple-207,128,5.349677865379146,0.0,1094713344,1094713344,0
tuple-230,128,5.340804358186455,0.0,1094713344,1094713344,0
tuple-253,128,5.334247593715263,0.0,1094713344,1094713344,0
tuple-276,128,5.469903053673664,0.0,1094713344,1094713344,0
tuple-299,128,5.404134870313162,0.0,1094713344,1094713344,0
concatenate-68,256,3176.425526518294,0.0,1094713344,1094713344,0
concatenate-80,256,3429.7990751698444,0.0,1094713344,1094713344,0
tuple-315,128,5.286161226587797,0.0,1094713344,1094713344,0
tuple-383,128,5.198956846610122,0.0,1094713344,1094713344,0
tuple-406,128,5.366696409370527,0.0,1094713344,1094713344,0
tuple-429,128,5.320546927070856,0.0,1094713344,1094713344,0
tuple-452,128,5.388596817476865,0.0,1094713344,1094713344,0
tuple-475,128,5.444385075918678,0.0,1094713344,1094713344,0
tuple-498,128,5.249947093544857,0.0,1094713344,1094713344,0
tuple-521,128,5.201547607487724,0.0,1094713344,1094713344,0
tuple-544,128,5.215739484792372,0.0,1094713344,1094713344,0
tuple-567,128,5.4670304564953485,0.0,1094713344,1094713344,0
concatenate-336,256,3420.6752837408394,0.0,1094713344,1094713344,0
concatenate-348,256,3440.0090357418585,0.0,1094713344,1094713344,0
concatenate-46,128,3086.4498530186966,0.0,1094713344,1094713344,0
concatenate-114,128,3367.1484650178495,0.0,1094713344,1094713344,0
concatenate-137,128,3387.315613370688,0.0,1094713344,1094713344,0
concatenate-160,128,3408.578124187855,0.0,1094713344,1094713344,0
concatenate-183,128,3025.6973060441987,0.0,1094713344,1094713344,0
concatenate-206,128,3403.550906680131,0.0,1094713344,1094713344,0
concatenate-229,128,3442.955840103503,0.0,1094713344,1094713344,0
concatenate-252,128,3043.8884610252207,0.0,1094713344,1094713344,0
concatenate-275,128,3306.5095446406094,0.0,1094713344,1094713344,0
concatenate-298,128,3026.2774143718057,0.0,1094713344,1094713344,0
concatenate-314,128,3446.1193465903693,0.0,1094713344,1094713344,0
concatenate-382,128,3053.043240034486,0.0,1094713344,1094713344,0
concatenate-405,128,3090.5716155217538,0.0,1094713344,1094713344,0
concatenate-428,128,3491.0614262201534,0.0,1094713344,1094713344,0
concatenate-451,128,3395.7983907312123,0.0,1094713344,1094713344,0
concatenate-474,128,3387.339118236663,0.0,1094713344,1094713344,0
concatenate-497,128,3041.4136250734723,0.0,1094713344,1094713344,0
concatenate-520,128,3061.9098325319183,0.0,1094713344,1094713344,0
concatenate-543,128,3036.0511382444456,0.0,1094713344,1094713344,0
concatenate-566,128,3142.9018866668566,0.0,1094713344,1094713344,0
nn.dense-36,128,3372.1899770479777,0.0,1094713344,1094713344,0
add-35,128,3381.5251495679154,0.0,1094713344,1094713344,0
add-34,128,3021.7499586164745,0.0,1094713344,1094713344,0
split-33,64,11437.79453378885,0.0,1094713344,1094713344,0
sigmoid-31,64,3253.7606392263656,0.0,1094713344,1094713344,0
sigmoid-92,64,3344.461880349307,0.0,1094713344,1094713344,0
sigmoid-99,64,2953.4913214422713,0.0,1094713344,1094713344,0
tanh-101,64,2980.1802863770617,0.0,1094713344,1094713344,0
multiply-91,128,3338.2164179722436,0.0,1094713344,1094713344,0
multiply-98,128,3442.909847839439,0.0,1094713344,1094713344,0
add-90,128,3155.657141084245,0.0,1094713344,1094713344,0
tanh-89,64,2998.8174958591494,0.0,1094713344,1094713344,0
multiply-30,128,3427.9682298635266,0.0,1094713344,1094713344,0
tuple-111,128,5.339581611292946,0.0,1094713344,1094713344,0
concatenate-110,128,3335.1363024134826,0.0,1094713344,1094713344,0
nn.dense-109,128,3350.9235445686327,0.0,1094713344,1094713344,0
add-108,128,3417.151580389471,0.0,1094713344,1094713344,0
add-107,128,3443.802278911565,0.0,1094713344,1094713344,0
split-106,64,11852.418545250806,0.0,1094713344,1094713344,0
sigmoid-104,64,3425.0648651614997,0.0,1094713344,1094713344,0
sigmoid-119,64,3029.4749990193986,0.0,1094713344,1094713344,0
sigmoid-122,64,3398.5409944379185,0.0,1094713344,1094713344,0
tanh-124,64,3321.910280512111,0.0,1094713344,1094713344,0
multiply-118,128,3441.2039433863706,0.0,1094713344,1094713344,0
multiply-121,128,3033.6420000746048,0.0,1094713344,1094713344,0
add-117,128,3148.5427021062856,0.0,1094713344,1094713344,0
tanh-116,64,3381.613066177876,0.0,1094713344,1094713344,0
multiply-103,128,3089.6124120376685,0.0,1094713344,1094713344,0
tuple-134,128,5.216708130724196,0.0,1094713344,1094713344,0
concatenate-133,128,3096.3885986105656,0.0,1094713344,1094713344,0
nn.dense-132,128,3125.2483911712443,0.0,1094713344,1094713344,0
add-131,128,3390.2968616134795,0.0,1094713344,1094713344,0
add-130,128,3355.562481474895,0.0,1094713344,1094713344,0
split-129,64,11495.268560318978,0.0,1094713344,1094713344,0
sigmoid-127,64,3021.1101964289614,0.0,1094713344,1094713344,0
sigmoid-142,64,3369.940145170296,0.0,1094713344,1094713344,0
sigmoid-145,64,3362.173988715035,0.0,1094713344,1094713344,0
tanh-147,64,3383.1355728933286,0.0,1094713344,1094713344,0
multiply-141,128,3326.8393415260753,0.0,1094713344,1094713344,0
multiply-144,128,3338.4475950143365,0.0,1094713344,1094713344,0
add-140,128,3368.5759026919563,0.0,1094713344,1094713344,0
tanh-139,64,3045.109153708751,0.0,1094713344,1094713344,0
multiply-126,128,3369.018009650082,0.0,1094713344,1094713344,0
tuple-157,128,5.362391129946405,0.0,1094713344,1094713344,0
concatenate-156,128,3351.610188256707,0.0,1094713344,1094713344,0
nn.dense-155,128,3427.683505106002,0.0,1094713344,1094713344,0
add-154,128,3430.263370106248,0.0,1094713344,1094713344,0
add-153,128,3030.6754235000335,0.0,1094713344,1094713344,0
split-152,64,11272.562307019138,0.0,1094713344,1094713344,0
sigmoid-150,64,2997.8101727797884,0.0,1094713344,1094713344,0
sigmoid-165,64,2983.703474778846,0.0,1094713344,1094713344,0
sigmoid-168,64,2995.168509383682,0.0,1094713344,1094713344,0
tanh-170,64,2952.0235968238762,0.0,1094713344,1094713344,0
multiply-164,128,3187.236986307035,0.0,1094713344,1094713344,0
multiply-167,128,3364.8467269279445,0.0,1094713344,1094713344,0
add-163,128,3394.1157237846537,0.0,1094713344,1094713344,0
tanh-162,64,3395.4735189374423,0.0,1094713344,1094713344,0
multiply-149,128,3452.734066846585,0.0,1094713344,1094713344,0
tuple-180,128,5.324120368551499,0.0,1094713344,1094713344,0
concatenate-179,128,3438.151409355272,0.0,1094713344,1094713344,0
nn.dense-178,128,3382.4355813288125,0.0,1094713344,1094713344,0
add-177,128,3121.506835954065,0.0,1094713344,1094713344,0
add-176,128,3406.188879418911,0.0,1094713344,1094713344,0
split-175,64,11982.075326001053,0.0,1094713344,1094713344,0
sigmoid-173,64,2981.4663278049975,0.0,1094713344,1094713344,0
sigmoid-188,64,3053.6028589755338,0.0,1094713344,1094713344,0
sigmoid-191,64,3046.02086633815,0.0,1094713344,1094713344,0
tanh-193,64,3403.679682219926,0.0,1094713344,1094713344,0
multiply-187,128,3090.7462879649315,0.0,1094713344,1094713344,0
multiply-190,128,3068.154738167482,0.0,1094713344,1094713344,0
add-186,128,3068.4544843178837,0.0,1094713344,1094713344,0
tanh-185,64,3039.277051923356,0.0,1094713344,1094713344,0
multiply-172,128,3339.1650369821505,0.0,1094713344,1094713344,0
tuple-203,128,5.46309555838935,0.0,1094713344,1094713344,0
concatenate-202,128,3422.6366328228464,0.0,1094713344,1094713344,0
nn.dense-201,128,3530.1199005044064,0.0,1094713344,1094713344,0
add-200,128,3063.073476906475,0.0,1094713344,1094713344,0
add-199,128,3402.92012630662,0.0,1094713344,1094713344,0
split-198,64,11735.492312647264,0.0,1094713344,1094713344,0
sigmoid-196,64,3012.170879935963,0.0,1094713344,1094713344,0
sigmoid-211,64,3333.7076127782984,0.0,1094713344,1094713344,0
sigmoid-214,64,3387.857616927894,0.0,1094713344,1094713344,0
tanh-216,64,3426.6215632039944,0.0,1094713344,1094713344,0
multiply-210,128,3064.5082720171013,0.0,1094713344,1094713344,0
multiply-213,128,3386.0786122713816,0.0,1094713344,1094713344,0
add-209,128,3052.379591314716,0.0,1094713344,1094713344,0
tanh-208,64,3395.350330126965,0.0,1094713344,1094713344,0
multiply-195,128,3370.6799307492292,0.0,1094713344,1094713344,0
tuple-226,128,5.402950073108129,0.0,1094713344,1094713344,0
concatenate-225,128,3426.704027570381,0.0,1094713344,1094713344,0
nn.dense-224,128,3547.898392755613,0.0,1094713344,1094713344,0
add-223,128,2955.561384153299,0.0,1094713344,1094713344,0
add-222,128,3449.9977273303307,0.0,1094713344,1094713344,0
split-221,64,11830.467384681258,0.0,1094713344,1094713344,0
sigmoid-219,64,3035.162823435069,0.0,1094713344,1094713344,0
sigmoid-234,64,3398.6024474210503,0.0,1094713344,1094713344,0
sigmoid-237,64,3425.177650640443,0.0,1094713344,1094713344,0
tanh-239,64,3080.3384578872424,0.0,1094713344,1094713344,0
multiply-233,128,3066.209815599353,0.0,1094713344,1094713344,0
multiply-236,128,3043.133841902648,0.0,1094713344,1094713344,0
add-232,128,3429.3485737473447,0.0,1094713344,1094713344,0
tanh-231,64,3135.3787355189106,0.0,1094713344,1094713344,0
multiply-218,128,3385.3729229115415,0.0,1094713344,1094713344,0
tuple-249,128,5.274439000685965,0.0,1094713344,1094713344,0
concatenate-248,128,3383.872838730622,0.0,1094713344,1094713344,0
nn.dense-247,128,3393.045388125897,0.0,1094713344,1094713344,0
add-246,128,3474.6265516364256,0.0,1094713344,1094713344,0
add-245,128,3424.7687126099086,0.0,1094713344,1094713344,0
split-244,64,11698.096908403224,0.0,1094713344,1094713344,0
sigmoid-242,64,3011.3089390744153,0.0,1094713344,1094713344,0
sigmoid-257,64,3100.8895215358943,0.0,1094713344,1094713344,0
sigmoid-260,64,3379.4158495564875,0.0,1094713344,1094713344,0
tanh-262,64,2979.8149931797348,0.0,1094713344,1094713344,0
multiply-256,128,3075.265832862394,0.0,1094713344,1094713344,0
multiply-259,128,3401.103670700046,0.0,1094713344,1094713344,0
add-255,128,3396.8001330772227,0.0,1094713344,1094713344,0
tanh-254,64,3076.586509761922,0.0,1094713344,1094713344,0
multiply-241,128,3046.60295252599,0.0,1094713344,1094713344,0
tuple-272,128,5.415621265217628,0.0,1094713344,1094713344,0
concatenate-271,128,3127.27187098556,0.0,1094713344,1094713344,0
nn.dense-270,128,3108.6535458657936,0.0,1094713344,1094713344,0
add-269,128,3012.6631669637054,0.0,1094713344,1094713344,0
add-268,128,3045.406575536077,0.0,1094713344,1094713344,0
split-267,64,11217.881101686524,0.0,1094713344,1094713344,0
