cast,total_op_time,strided_slice,transpose,expand_dims,take,repeat,multiply,add,subtract,nn.layer_norm,nn.dropout,reshape,nn.dense,nn.batch_matmul,divide,nn.softmax,erf,tanh,tuple
103.2939629961603,143048720.67724797,45.958660695467394,35349678.40602167,13.787277791630135,18358.59707508609,22.759752113915898,254864.85617085733,833777.6271678971,23.99697610192625,898328.5904905709,157.7241268010085,1835.1750331519622,104048891.45785457,397405.4647769624,81357.7076241567,117313.52069373183,1040078.7754111757,6457.506125359754,5.47204609465926
