cast,total_op_time,strided_slice,transpose,expand_dims,take,repeat,multiply,add,subtract,nn.layer_norm,nn.dropout,reshape,nn.dense,nn.batch_matmul,divide,nn.softmax,erf,tanh,tuple
13497.530387928422,28601795.80296356,6512.57986532629,13036387.913094435,14.367319294264453,13520.422015160262,3516.196545725216,127050.9930917876,421003.5778962639,3470.4860499133606,443358.6509197154,160.43897572000847,1870.1621953787744,14169638.69179554,127943.89463121211,40401.39453872635,148378.07868229572,41606.9418996118,3458.256289835626,5.226769684475662
