cast,total_op_time,strided_slice,transpose,expand_dims,take,repeat,multiply,add,subtract,nn.layer_norm,nn.dropout,reshape,nn.dense,nn.batch_matmul,divide,nn.softmax,erf,tanh,tuple
102.15686533711275,144568237.8887802,45.770387933635725,35303755.770551465,13.999833241206222,17566.434307286036,25.88120226488907,221992.88116218164,734990.8095070822,38.17904445131095,811883.0593180492,158.2201547857331,1837.170315620352,105850333.2025704,377337.5780106927,72285.52404074484,109620.68365258943,1059284.5181303173,6960.819519936521,5.230205682830612
