cast,total_op_time,strided_slice,transpose,expand_dims,take,repeat,multiply,add,subtract,nn.layer_norm,nn.dropout,reshape,nn.dense,nn.batch_matmul,divide,nn.softmax,erf,tanh,tuple
13930.104836606151,28629176.694859162,6707.807207802218,13053068.154512377,14.084911498451373,13828.29043081652,3565.5118149099353,126359.7496036788,420298.5143040147,3442.239684522747,446162.9443419677,160.2207420401104,1870.1902216052997,14175608.737052688,128404.4293058876,40667.8697095437,149800.26354385886,41836.34160567782,3446.075387936919,5.165641693089082
