cast,total_op_time,strided_slice,transpose,expand_dims,take,repeat,multiply,add,subtract,nn.layer_norm,nn.dropout,reshape,nn.dense,nn.batch_matmul,divide,nn.softmax,erf,tanh,tuple
99.85815004966196,143887577.99510044,45.74294965634502,35135502.369330704,13.66483851381588,21147.328268612586,22.812172424022233,292343.7386254922,930019.4883088659,25.160149555645635,1044358.1787444117,158.27805296992835,1841.0465716903334,104801908.06226204,387779.2224768292,91110.85476911115,122531.39154144071,1052323.1453203182,6342.4400200225255,5.212547455958715
