cast,total_op_time,strided_slice,transpose,expand_dims,take,repeat,multiply,add,subtract,nn.layer_norm,nn.dropout,reshape,nn.dense,nn.batch_matmul,divide,nn.softmax,erf,tanh,tuple
13133.994783456437,28645025.83246481,6521.101836897319,13076953.056844423,14.152516346236201,13903.578954929488,3459.9516558004984,125268.89169305468,417678.2508088683,3142.504188256497,446568.0641018499,160.70043475276972,1865.9721603905446,14173477.087974608,128360.45596203186,40482.28413280345,149933.7062551435,40622.772718112225,3473.896095390905,5.409347699826226
