op_name,op_time,op_proportion
split,192113.1313002145,14.444437%
strided_slice,26982.200792682495,2.028715%
squeeze,155.10160505155275,0.011662%
tuple,221.5435293315329,0.016657%
concatenate,206340.57473334603,15.514158%
nn.dense,144526.540161613,10.866537%
add,204535.89604637213,15.378469%
sigmoid,203106.89505654693,15.271027%
tanh,134602.3933804329,10.120369%
multiply,203734.8800275382,15.318243%
expand_dims,38.33746876505023,0.002882%
stack,13657.178530564928,1.026844%
