op_name,op_time,op_proportion
split,424934.7880167317,30.784280%
strided_slice,12877.802574142386,0.932929%
squeeze,240.25255797466514,0.017405%
tuple,313.28402685069176,0.022696%
concatenate,163300.8218509456,11.830282%
nn.dense,65780.76475041761,4.765469%
add,193502.6085270941,14.018241%
sigmoid,191912.1229006817,13.903019%
tanh,127080.55287780144,9.206314%
multiply,193097.22434141074,13.988873%
expand_dims,41.85135358941224,0.003032%
stack,7280.863515967622,0.527460%
