op_name,op_time,op_proportion
split,466250.29890200554,9.425554%
strided_slice,31204.935046460716,0.630828%
squeeze,344.93922940095155,0.006973%
tuple,618.3021321633576,0.012499%
concatenate,749198.4822513678,15.145536%
nn.dense,388688.01977916464,7.857582%
add,899171.938580189,18.177347%
sigmoid,895886.4270517637,18.110929%
tanh,595590.4780268386,12.040250%
multiply,902550.9664340233,18.245657%
expand_dims,38.36076820918126,0.000775%
stack,17118.891933214767,0.346070%
