op_name,op_time,op_proportion
split,304044.9457037374,11.507312%
strided_slice,30750.357961494592,1.163821%
squeeze,218.06694917373898,0.008253%
tuple,353.4370903144738,0.013377%
concatenate,404729.2366246494,15.317951%
nn.dense,195374.72988299956,7.394426%
add,461061.5737029011,17.449983%
sigmoid,460989.1440056247,17.447242%
tanh,307539.2807625463,11.639563%
multiply,459780.6552996491,17.401504%
expand_dims,38.568553515294056,0.001460%
stack,17309.216550965328,0.655109%
