op_name,op_time,op_proportion
split,461899.29488236277,11.378447%
strided_slice,46990.78391373648,1.157573%
squeeze,478.8462703078632,0.011796%
tuple,607.2177974154155,0.014958%
concatenate,599543.6004462554,14.769183%
nn.dense,336075.43036039575,8.278897%
add,706430.3023439047,17.402235%
sigmoid,705414.5609712859,17.377213%
tanh,474940.3003243453,11.699700%
multiply,701676.2011795614,17.285122%
expand_dims,84.06620803094248,0.002071%
stack,25282.309711560745,0.622806%
