op_name,op_time,op_proportion
split,637850.2669213316,30.060533%
strided_slice,14730.190275573106,0.694203%
squeeze,217.63104227604896,0.010256%
tuple,353.8449993772808,0.016676%
concatenate,243842.89598475362,11.491800%
nn.dense,162746.14278482407,7.669881%
add,279215.29336643504,13.158826%
sigmoid,301916.64124539937,14.228692%
tanh,198056.93229036813,9.334004%
multiply,272553.5174389687,12.844870%
expand_dims,39.249132363686776,0.001850%
stack,10363.477308602956,0.488409%
