op_name,op_time,op_proportion
split,173158.65852903636,14.657891%
strided_slice,24480.614622077956,2.072286%
squeeze,166.1502148031929,0.014065%
tuple,194.97594796855458,0.016505%
concatenate,188570.7266176573,15.962524%
nn.dense,91853.68052795641,7.775420%
add,195871.3405277781,16.580521%
sigmoid,185742.91691438033,15.723149%
tanh,123182.84731980687,10.427436%
multiply,185239.29861553467,15.680518%
expand_dims,41.74669277820936,0.003534%
stack,12831.096081491414,1.086153%
