op_name,op_time,op_proportion
split,260716.86973683425,15.410193%
strided_slice,34327.37946779174,2.028989%
squeeze,152.86513414062043,0.009035%
tuple,222.55866156564213,0.013155%
concatenate,265459.9997621397,15.690545%
nn.dense,156344.34481268632,9.241046%
add,249172.28534417582,14.727827%
sigmoid,262684.03273094614,15.526466%
tanh,185593.09010571547,10.969851%
multiply,259387.9304386012,15.331643%
expand_dims,38.585504806830386,0.002281%
stack,17746.956783388618,1.048969%
