op_name,op_time,op_proportion
split,437975.4710395802,21.789137%
strided_slice,19382.99005408828,0.964297%
squeeze,153.34415180605117,0.007629%
tuple,221.55005596214093,0.011022%
concatenate,149858.4095979792,7.455407%
nn.dense,858653.6851530811,42.717741%
add,142527.34770880977,7.090689%
sigmoid,143578.69888475435,7.142993%
tanh,95950.21386337098,4.773492%
multiply,152008.09579281518,7.562353%
expand_dims,38.30891721028076,0.001906%
stack,9715.319689897795,0.483334%
