op_name,op_time,op_proportion
nn.conv2d,251299527.59185606,96.919061%
nn.batch_norm,4121287.0481453356,1.589463%
nn.leaky_relu,2312190.6433897493,0.891746%
add,586115.521248822,0.226048%
nn.upsampling,118034.36539530192,0.045522%
tuple,48.085317119700285,0.000019%
nn.bias_add,49386.78271362957,0.019047%
concatenate,70264.10367154334,0.027099%
reshape,38.41498928260771,0.000015%
split,332091.59482000733,0.128078%
sigmoid,399049.933494123,0.153902%
