op_name,op_time,op_proportion
split,404589.5081312934,34.852747%
strided_slice,14631.521509189517,1.260410%
squeeze,153.60602491171718,0.013232%
tuple,221.21500300646096,0.019056%
concatenate,147807.84742628454,12.732682%
nn.dense,75009.49114116505,6.461578%
add,135643.80528481773,11.684829%
sigmoid,151422.1081662524,13.044027%
tanh,101966.15275644638,8.783719%
multiply,119618.53344513173,10.304356%
expand_dims,38.376153685121835,0.003306%
stack,9751.83174929289,0.840057%
